Loyalty Point ID,CIF,Log ID,Tanggal Pemberian,Sumber Poin,Jumlah Poin,Keterangan,Saldo Poin Terkini,Masa Berlaku Poin,,Month,Sumber Poin,Total
LP-SUKK8F1TFQ1-398,SUKK8F1TFQ1,LOG-398,8/17/2024 22:47,Top Up ShopeePay,2,Jumlah uang: 67196,10,8/17/2025 22:47,,,,
LP-5HHIFOTVV0X-399,5HHIFOTVV0X,LOG-399,8/17/2024 23:06,Transfer ke Bank OCBC (BI-Fast),1,Jumlah uang: 875636,19,8/17/2025 23:06,,,,
LP-XQ6HQIGI3JX-400,XQ6HQIGI3JX,LOG-400,8/17/2024 23:30,Pembayaran Virtual Account Bibit,1,Jumlah uang: 270765,25,8/17/2025 23:30,,,,
LP-FUU7IV5BU8D-401,FUU7IV5BU8D,LOG-401,8/17/2024 23:42,Pembayaran QRIS di Indomart,1,Jumlah uang: 78402,28,8/17/2025 23:42,,,,
LP-5KPJMHMXP61-403,5KPJMHMXP61,LOG-403,8/18/2024 1:49,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 523407,29,8/18/2025 1:49,,,,
LP-2PNKXNUSK1V-404,2PNKXNUSK1V,LOG-404,8/18/2024 2:06,Transfer ke Bank Danamon (BI-Fast),2,Jumlah uang: 623417,19,8/18/2025 2:06,,,,
LP-XQ6HQIGI3JX-406,XQ6HQIGI3JX,LOG-406,8/18/2024 5:35,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 831207,26,8/18/2025 5:35,,,,
LP-5H1TZ6CG4UM-407,5H1TZ6CG4UM,LOG-407,8/18/2024 6:31,Pembayaran QRIS di Kopi Mandja,1,Jumlah uang: 78871,23,8/18/2025 6:31,,,,
LP-V629IE46K90-408,V629IE46K90,LOG-408,8/18/2024 9:17,Top Up ShopeePay,2,Jumlah uang: 198290,23,8/18/2025 9:17,,,,
LP-XQ6HQIGI3JX-409,XQ6HQIGI3JX,LOG-409,8/18/2024 9:36,Transfer ke Bank CIMB Niaga (Non BI-Fast),2,Jumlah uang: 134236,28,8/18/2025 9:36,,,,
LP-XLR1G4HMN21-410,XLR1G4HMN21,LOG-410,8/18/2024 11:49,Pembayaran Virtual Account Bibit,1,Jumlah uang: 982530,27,8/18/2025 11:49,,,,
LP-XQ6HQIGI3JX-411,XQ6HQIGI3JX,LOG-411,8/18/2024 12:47,Pembayaran QRIS di Alfamart,1,Jumlah uang: 53169,29,8/18/2025 12:47,,,,
LP-SUKK8F1TFQ1-412,SUKK8F1TFQ1,LOG-412,8/18/2024 14:09,IndiHome,1,Jumlah uang: 410672,11,8/18/2025 14:09,,,,
LP-5KPJMHMXP61-413,5KPJMHMXP61,LOG-413,8/18/2024 14:37,Top Up GoPay,2,Jumlah uang: 102897,31,8/18/2025 14:37,,,,
LP-NU9QMRMOKTC-416,NU9QMRMOKTC,LOG-416,8/18/2024 15:59,Top Up GoPay,2,Jumlah uang: 57017,34,8/18/2025 15:59,,,,
LP-XLR1G4HMN21-417,XLR1G4HMN21,LOG-417,8/18/2024 17:09,MNC Vision,1,Jumlah uang: 285405,28,8/18/2025 17:09,,,,
LP-XQ6HQIGI3JX-418,XQ6HQIGI3JX,LOG-418,8/18/2024 19:47,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 994734,30,8/18/2025 19:47,,,,
LP-SUKK8F1TFQ1-419,SUKK8F1TFQ1,LOG-419,8/18/2024 20:11,Transfer ke Bank BRI (BI-Fast),2,Jumlah uang: 791038,13,8/18/2025 20:11,,,,
LP-QX2FG9YB3ZG-420,QX2FG9YB3ZG,LOG-420,8/18/2024 21:01,Pembayaran Virtual Account PDAM,1,Jumlah uang: 190119,26,8/18/2025 21:01,,,,
LP-XQ6HQIGI3JX-421,XQ6HQIGI3JX,LOG-421,8/18/2024 23:36,Transfer ke Bank BTPN (Non BI-Fast),1,Jumlah uang: 40366,31,8/18/2025 23:36,,,,
LP-4RXDJLB0N8J-422,4RXDJLB0N8J,LOG-422,8/19/2024 1:35,Pembayaran QRIS di Wheels Coffee Roaster,1,Jumlah uang: 81326,3,8/19/2025 1:35,,,,
LP-2PNKXNUSK1V-423,2PNKXNUSK1V,LOG-423,8/19/2024 1:37,Top Up GoPay,2,Jumlah uang: 26006,21,8/19/2025 1:37,,,,
LP-XQ6HQIGI3JX-425,XQ6HQIGI3JX,LOG-425,8/19/2024 2:20,Pembayaran Virtual Account PDAM,1,Jumlah uang: 379644,32,8/19/2025 2:20,,,,
LP-O70ABYZUZV5-426,O70ABYZUZV5,LOG-426,8/19/2024 2:40,Pembayaran QRIS di Indomart,1,Jumlah uang: 69362,22,8/19/2025 2:40,,,,
LP-5H1TZ6CG4UM-428,5H1TZ6CG4UM,LOG-428,8/19/2024 3:40,Transfer ke Bank BSI (Non BI-Fast),1,Jumlah uang: 315538,24,8/19/2025 3:40,,,,
LP-O70ABYZUZV5-429,O70ABYZUZV5,LOG-429,8/19/2024 4:02,Transfer ke Bank Mandiri (Non BI-Fast),1,Jumlah uang: 789725,23,8/19/2025 4:02,,,,
LP-QX2FG9YB3ZG-430,QX2FG9YB3ZG,LOG-430,8/19/2024 4:15,Top Up LinkAja,2,Jumlah uang: 167286,28,8/19/2025 4:15,,,,
LP-TDXXP45N2PU-431,TDXXP45N2PU,LOG-431,8/19/2024 4:36,Transfer ke Bank BSI (Non BI-Fast),1,Jumlah uang: 409862,24,8/19/2025 4:36,,,,
LP-8TB51RBIF7X-432,8TB51RBIF7X,LOG-432,8/19/2024 6:25,Transfer ke Bank CIMB Niaga (Non BI-Fast),2,Jumlah uang: 596711,26,8/19/2025 6:25,,,,
LP-8TB51RBIF7X-433,8TB51RBIF7X,LOG-433,8/19/2024 7:28,Whoosh,1,Jumlah uang: 76596,27,8/19/2025 7:28,,,,
LP-SMI06O0GLY6-434,SMI06O0GLY6,LOG-434,8/19/2024 8:16,Top Up LinkAja,2,Jumlah uang: 45735,11,8/19/2025 8:16,,,,
LP-8TB51RBIF7X-435,8TB51RBIF7X,LOG-435,8/19/2024 9:17,Pembayaran QRIS di Indomart,1,Jumlah uang: 85358,28,8/19/2025 9:17,,,,
LP-5H1TZ6CG4UM-436,5H1TZ6CG4UM,LOG-436,8/19/2024 9:49,Top Up ShopeePay,2,Jumlah uang: 151951,26,8/19/2025 9:49,,,,
LP-5KPJMHMXP61-437,5KPJMHMXP61,LOG-437,8/19/2024 10:03,Top Up DANA,2,Jumlah uang: 109481,33,8/19/2025 10:03,,,,
LP-QX2FG9YB3ZG-438,QX2FG9YB3ZG,LOG-438,8/19/2024 10:20,Pembayaran Virtual Account PDAM,1,Jumlah uang: 326075,29,8/19/2025 10:20,,,,
LP-QX2FG9YB3ZG-441,QX2FG9YB3ZG,LOG-441,8/19/2024 17:04,Top Up LinkAja,2,Jumlah uang: 181193,31,8/19/2025 17:04,,,,
LP-A10BLCYC900-443,A10BLCYC900,LOG-443,8/19/2024 17:52,Transfer ke Bank Mandiri (Non BI-Fast),1,Jumlah uang: 978079,23,8/19/2025 17:52,,,,
LP-5KPJMHMXP61-444,5KPJMHMXP61,LOG-444,8/19/2024 18:18,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 929531,34,8/19/2025 18:18,,,,
LP-SMI06O0GLY6-445,SMI06O0GLY6,LOG-445,8/19/2024 18:23,Top Up OVO,2,Jumlah uang: 143497,13,8/19/2025 18:23,,,,
LP-7O97RRUP79D-446,7O97RRUP79D,LOG-446,8/19/2024 18:45,Pembayaran Virtual Account PDAM,1,Jumlah uang: 553346,26,8/19/2025 18:45,,,,
LP-8TB51RBIF7X-448,8TB51RBIF7X,LOG-448,8/19/2024 20:29,Pembayaran Virtual Account PDAM,1,Jumlah uang: 583780,29,8/19/2025 20:29,,,,
LP-8TB51RBIF7X-450,8TB51RBIF7X,LOG-450,8/19/2024 20:43,Top Up GoPay,2,Jumlah uang: 79321,31,8/19/2025 20:43,,,,
LP-2PNKXNUSK1V-451,2PNKXNUSK1V,LOG-451,8/19/2024 21:21,Pembayaran QRIS di Circle K,1,Jumlah uang: 38355,22,8/19/2025 21:21,,,,
LP-5KPJMHMXP61-453,5KPJMHMXP61,LOG-453,8/19/2024 22:21,Three,1,Jumlah uang: 393857,35,8/19/2025 22:21,,,,
LP-2PNKXNUSK1V-454,2PNKXNUSK1V,LOG-454,8/19/2024 23:30,Telkom,1,Jumlah uang: 394292,23,8/19/2025 23:30,,,,
LP-SUKK8F1TFQ1-458,SUKK8F1TFQ1,LOG-458,8/20/2024 1:58,Transfer ke Bank BCA (Non BI-Fast),1,Jumlah uang: 88083,14,8/20/2025 1:58,,,,
LP-7O97RRUP79D-459,7O97RRUP79D,LOG-459,8/20/2024 2:55,Transfer ke Bank Danamon (BI-Fast),2,Jumlah uang: 964648,28,8/20/2025 2:55,,,,
LP-5KPJMHMXP61-460,5KPJMHMXP61,LOG-460,8/20/2024 3:07,Transfer ke Bank Danamon (Non BI-Fast),2,Jumlah uang: 347759,37,8/20/2025 3:07,,,,
LP-QX2FG9YB3ZG-461,QX2FG9YB3ZG,LOG-461,8/20/2024 5:47,Pembayaran Virtual Account PDAM,1,Jumlah uang: 914345,32,8/20/2025 5:47,,,,
LP-7O97RRUP79D-464,7O97RRUP79D,LOG-464,8/20/2024 9:32,Top Up ShopeePay,2,Jumlah uang: 45255,30,8/20/2025 9:32,,,,
LP-NU9QMRMOKTC-466,NU9QMRMOKTC,LOG-466,8/20/2024 10:14,Pembayaran QRIS di Indomart,1,Jumlah uang: 82466,35,8/20/2025 10:14,,,,
LP-QX2FG9YB3ZG-467,QX2FG9YB3ZG,LOG-467,8/20/2024 10:29,Top Up OVO,2,Jumlah uang: 175967,34,8/20/2025 10:29,,,,
LP-FUU7IV5BU8D-468,FUU7IV5BU8D,LOG-468,8/20/2024 10:47,Transfer ke Bank BTN (Non BI-Fast),1,Jumlah uang: 356403,29,8/20/2025 10:47,,,,
LP-5H1TZ6CG4UM-470,5H1TZ6CG4UM,LOG-470,8/20/2024 12:03,Top Up DANA,2,Jumlah uang: 88804,28,8/20/2025 12:03,,,,
LP-FUU7IV5BU8D-471,FUU7IV5BU8D,LOG-471,8/20/2024 12:18,Transvision,1,Jumlah uang: 348221,30,8/20/2025 12:18,,,,
LP-SMI06O0GLY6-472,SMI06O0GLY6,LOG-472,8/20/2024 12:36,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 450150,14,8/20/2025 12:36,,,,
LP-XQ6HQIGI3JX-473,XQ6HQIGI3JX,LOG-473,8/20/2024 14:49,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 172886,33,8/20/2025 14:49,,,,
LP-2PNKXNUSK1V-475,2PNKXNUSK1V,LOG-475,8/20/2024 22:14,Top Up LinkAja,2,Jumlah uang: 79227,25,8/20/2025 22:14,,,,
LP-5KPJMHMXP61-477,5KPJMHMXP61,LOG-477,8/20/2024 23:01,Top Up ShopeePay,2,Jumlah uang: 180832,39,8/20/2025 23:01,,,,
LP-7O97RRUP79D-478,7O97RRUP79D,LOG-478,8/21/2024 0:15,Transfer ke Bank BTPN (BI-Fast),1,Jumlah uang: 744415,31,8/21/2025 0:15,,,,
LP-V629IE46K90-479,V629IE46K90,LOG-479,8/21/2024 0:58,Transfer ke Bank BTPN (BI-Fast),1,Jumlah uang: 853060,24,8/21/2025 0:58,,,,
LP-5H1TZ6CG4UM-480,5H1TZ6CG4UM,LOG-480,8/21/2024 1:12,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 694673,29,8/21/2025 1:12,,,,
LP-TDXXP45N2PU-481,TDXXP45N2PU,LOG-481,8/21/2024 1:37,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 411800,25,8/21/2025 1:37,,,,
LP-XLR1G4HMN21-483,XLR1G4HMN21,LOG-483,8/21/2024 1:49,Transfer ke Bank BRI (BI-Fast),2,Jumlah uang: 565811,30,8/21/2025 1:49,,,,
LP-8TB51RBIF7X-485,8TB51RBIF7X,LOG-485,8/21/2024 6:02,Pembayaran Virtual Account Bibit,1,Jumlah uang: 929719,32,8/21/2025 6:02,,,,
LP-8TB51RBIF7X-486,8TB51RBIF7X,LOG-486,8/21/2024 8:58,Top Up GoPay,2,Jumlah uang: 83564,34,8/21/2025 8:58,,,,
LP-5H1TZ6CG4UM-487,5H1TZ6CG4UM,LOG-487,8/21/2024 9:23,Top Up OVO,2,Jumlah uang: 58067,31,8/21/2025 9:23,,,,
LP-NU9QMRMOKTC-489,NU9QMRMOKTC,LOG-489,8/21/2024 11:31,XL,1,Jumlah uang: 469309,36,8/21/2025 11:31,,,,
LP-SUKK8F1TFQ1-490,SUKK8F1TFQ1,LOG-490,8/21/2024 11:39,Pembayaran Virtual Account PDAM,1,Jumlah uang: 139889,15,8/21/2025 11:39,,,,
LP-XLR1G4HMN21-491,XLR1G4HMN21,LOG-491,8/21/2024 12:25,Pembayaran QRIS di Circle K,1,Jumlah uang: 78809,31,8/21/2025 12:25,,,,
LP-8TB51RBIF7X-492,8TB51RBIF7X,LOG-492,8/21/2024 13:42,Pembayaran QRIS di Kumari Cafe,1,Jumlah uang: 87832,35,8/21/2025 13:42,,,,
LP-A10BLCYC900-493,A10BLCYC900,LOG-493,8/21/2024 13:44,Transfer ke Bank Sinarmas (Non BI-Fast),1,Jumlah uang: 722347,24,8/21/2025 13:44,,,,
LP-TDXXP45N2PU-494,TDXXP45N2PU,LOG-494,8/21/2024 13:48,Pembayaran QRIS di Indomart,1,Jumlah uang: 38960,26,8/21/2025 13:48,,,,
LP-2PNKXNUSK1V-495,2PNKXNUSK1V,LOG-495,8/21/2024 14:48,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 677607,26,8/21/2025 14:48,,,,
LP-8TB51RBIF7X-496,8TB51RBIF7X,LOG-496,8/21/2024 15:21,Pembayaran Virtual Account Bibit,1,Jumlah uang: 147149,36,8/21/2025 15:21,,,,
LP-FUU7IV5BU8D-497,FUU7IV5BU8D,LOG-497,8/21/2024 17:33,Pembayaran Virtual Account Bibit,1,Jumlah uang: 699506,31,8/21/2025 17:33,,,,
LP-2PNKXNUSK1V-498,2PNKXNUSK1V,LOG-498,8/21/2024 17:49,Top Up GoPay,2,Jumlah uang: 192520,28,8/21/2025 17:49,,,,
LP-A10BLCYC900-499,A10BLCYC900,LOG-499,8/21/2024 18:02,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 221939,25,8/21/2025 18:02,,,,
LP-5HHIFOTVV0X-500,5HHIFOTVV0X,LOG-500,8/21/2024 19:13,Top Up OVO,2,Jumlah uang: 40283,21,8/21/2025 19:13,,,,
LP-7O97RRUP79D-501,7O97RRUP79D,LOG-501,8/21/2024 22:36,Telkom,1,Jumlah uang: 203367,32,8/21/2025 22:36,,,,
LP-7O97RRUP79D-502,7O97RRUP79D,LOG-502,8/21/2024 23:03,Pembayaran Virtual Account Bibit,1,Jumlah uang: 578841,33,8/21/2025 23:03,,,,
LP-A10BLCYC900-503,A10BLCYC900,LOG-503,8/21/2024 23:51,PDAM,1,Jumlah uang: 81584,26,8/21/2025 23:51,,,,
LP-5KPJMHMXP61-504,5KPJMHMXP61,LOG-504,8/22/2024 2:46,Pembayaran Virtual Account PDAM,1,Jumlah uang: 986596,40,8/22/2025 2:46,,,,
LP-5HHIFOTVV0X-505,5HHIFOTVV0X,LOG-505,8/22/2024 3:03,Transfer ke Bank BSI (Non BI-Fast),1,Jumlah uang: 791193,22,8/22/2025 3:03,,,,
LP-O70ABYZUZV5-506,O70ABYZUZV5,LOG-506,8/22/2024 4:42,Transvision,1,Jumlah uang: 370550,24,8/22/2025 4:42,,,,
LP-8TB51RBIF7X-507,8TB51RBIF7X,LOG-507,8/22/2024 5:40,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 389114,37,8/22/2025 5:40,,,,
LP-O70ABYZUZV5-508,O70ABYZUZV5,LOG-508,8/22/2024 7:04,Pembayaran Virtual Account PDAM,1,Jumlah uang: 500980,25,8/22/2025 7:04,,,,
LP-2PNKXNUSK1V-510,2PNKXNUSK1V,LOG-510,8/22/2024 7:58,Top Up ShopeePay,2,Jumlah uang: 62732,30,8/22/2025 7:58,,,,
LP-V629IE46K90-511,V629IE46K90,LOG-511,8/22/2024 8:29,Pembayaran QRIS di Jabarano Coffee,1,Jumlah uang: 75284,25,8/22/2025 8:29,,,,
LP-XLR1G4HMN21-512,XLR1G4HMN21,LOG-512,8/22/2024 9:59,Top Up OVO,2,Jumlah uang: 127342,33,8/22/2025 9:59,,,,
LP-TDXXP45N2PU-513,TDXXP45N2PU,LOG-513,8/22/2024 12:37,Pembayaran QRIS di Circle K,1,Jumlah uang: 61036,27,8/22/2025 12:37,,,,
LP-TDXXP45N2PU-514,TDXXP45N2PU,LOG-514,8/22/2024 13:24,Top Up GoPay,2,Jumlah uang: 78941,29,8/22/2025 13:24,,,,
LP-XLR1G4HMN21-515,XLR1G4HMN21,LOG-515,8/22/2024 14:55,Pembayaran Virtual Account Bibit,1,Jumlah uang: 528675,34,8/22/2025 14:55,,,,
LP-NU9QMRMOKTC-516,NU9QMRMOKTC,LOG-516,8/22/2024 15:50,Transfer ke Bank BNI (Non BI-Fast),1,Jumlah uang: 627647,37,8/22/2025 15:50,,,,
LP-XQ6HQIGI3JX-518,XQ6HQIGI3JX,LOG-518,8/22/2024 17:12,Pembayaran QRIS di Kopi Mandja,1,Jumlah uang: 79969,34,8/22/2025 17:12,,,,
LP-V629IE46K90-519,V629IE46K90,LOG-519,8/22/2024 18:34,Pembayaran Virtual Account Bibit,1,Jumlah uang: 625734,26,8/22/2025 18:34,,,,
LP-A10BLCYC900-520,A10BLCYC900,LOG-520,8/22/2024 18:40,Pembayaran QRIS di Jabarano Coffee,1,Jumlah uang: 25828,27,8/22/2025 18:40,,,,
LP-O70ABYZUZV5-521,O70ABYZUZV5,LOG-521,8/22/2024 20:15,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 123052,26,8/22/2025 20:15,,,,
LP-5HHIFOTVV0X-523,5HHIFOTVV0X,LOG-523,8/22/2024 21:22,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 109217,23,8/22/2025 21:22,,,,
LP-5H1TZ6CG4UM-524,5H1TZ6CG4UM,LOG-524,8/22/2024 21:37,Top Up LinkAja,2,Jumlah uang: 84784,33,8/22/2025 21:37,,,,
LP-O70ABYZUZV5-525,O70ABYZUZV5,LOG-525,8/22/2024 22:07,BPJS,1,Jumlah uang: 83365,27,8/22/2025 22:07,,,,
LP-FUU7IV5BU8D-526,FUU7IV5BU8D,LOG-526,8/22/2024 23:58,Pembayaran QRIS di Tomoro Coffee,1,Jumlah uang: 65775,32,8/22/2025 23:58,,,,
LP-SMI06O0GLY6-530,SMI06O0GLY6,LOG-530,8/23/2024 5:16,IndiHome,1,Jumlah uang: 253279,15,8/23/2025 5:16,,,,
LP-FUU7IV5BU8D-531,FUU7IV5BU8D,LOG-531,8/23/2024 5:19,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 478012,33,8/23/2025 5:19,,,,
LP-SMI06O0GLY6-532,SMI06O0GLY6,LOG-532,8/23/2024 7:28,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 160632,16,8/23/2025 7:28,,,,
LP-5KPJMHMXP61-535,5KPJMHMXP61,LOG-535,8/23/2024 11:07,Pembayaran QRIS di Circle K,1,Jumlah uang: 57834,41,8/23/2025 11:07,,,,
LP-O70ABYZUZV5-536,O70ABYZUZV5,LOG-536,8/23/2024 11:33,Top Up OVO,2,Jumlah uang: 25449,29,8/23/2025 11:33,,,,
LP-FUU7IV5BU8D-539,FUU7IV5BU8D,LOG-539,8/23/2024 12:49,Transfer ke Bank BTN (Non BI-Fast),1,Jumlah uang: 113500,34,8/23/2025 12:49,,,,
LP-5HHIFOTVV0X-540,5HHIFOTVV0X,LOG-540,8/23/2024 13:07,Telkom,1,Jumlah uang: 410903,24,8/23/2025 13:07,,,,
LP-QX2FG9YB3ZG-541,QX2FG9YB3ZG,LOG-541,8/23/2024 13:27,Transfer ke Bank Permata (Non BI-Fast),2,Jumlah uang: 508184,36,8/23/2025 13:27,,,,
LP-5H1TZ6CG4UM-542,5H1TZ6CG4UM,LOG-542,8/23/2024 14:24,Top Up OVO,2,Jumlah uang: 194882,35,8/23/2025 14:24,,,,
LP-5H1TZ6CG4UM-543,5H1TZ6CG4UM,LOG-543,8/23/2024 15:27,Transfer ke Bank BTPN (Non BI-Fast),1,Jumlah uang: 646396,36,8/23/2025 15:27,,,,
LP-FUU7IV5BU8D-544,FUU7IV5BU8D,LOG-544,8/23/2024 16:07,Transfer ke Bank BTPN (Non BI-Fast),1,Jumlah uang: 114544,35,8/23/2025 16:07,,,,
LP-TDXXP45N2PU-545,TDXXP45N2PU,LOG-545,8/23/2024 16:58,Transfer ke Bank Danamon (BI-Fast),2,Jumlah uang: 368793,31,8/23/2025 16:58,,,,
LP-TDXXP45N2PU-546,TDXXP45N2PU,LOG-546,8/23/2024 18:13,Transfer ke Bank BTPN (Non BI-Fast),1,Jumlah uang: 56349,32,8/23/2025 18:13,,,,
LP-FUU7IV5BU8D-547,FUU7IV5BU8D,LOG-547,8/23/2024 18:15,Pembayaran QRIS di Indomart,1,Jumlah uang: 89068,36,8/23/2025 18:15,,,,
LP-8TB51RBIF7X-548,8TB51RBIF7X,LOG-548,8/23/2024 18:26,Pembayaran QRIS di Jabarano Coffee,1,Jumlah uang: 79257,38,8/23/2025 18:26,,,,
LP-8TB51RBIF7X-550,8TB51RBIF7X,LOG-550,8/23/2024 18:39,Pembayaran QRIS di Tomoro Coffee,1,Jumlah uang: 43289,39,8/23/2025 18:39,,,,
LP-FUU7IV5BU8D-551,FUU7IV5BU8D,LOG-551,8/23/2024 18:55,Top Up GoPay,2,Jumlah uang: 168420,38,8/23/2025 18:55,,,,
LP-8TB51RBIF7X-552,8TB51RBIF7X,LOG-552,8/23/2024 19:20,Transfer ke Bank Permata (BI-Fast),2,Jumlah uang: 682597,41,8/23/2025 19:20,,,,
LP-2PNKXNUSK1V-554,2PNKXNUSK1V,LOG-554,8/23/2024 19:48,Transfer ke Bank BCA (Non BI-Fast),1,Jumlah uang: 913292,31,8/23/2025 19:48,,,,
LP-7O97RRUP79D-555,7O97RRUP79D,LOG-555,8/23/2024 19:50,Top Up GoPay,2,Jumlah uang: 54151,35,8/23/2025 19:50,,,,
LP-XQ6HQIGI3JX-557,XQ6HQIGI3JX,LOG-557,8/23/2024 22:27,Pembayaran Virtual Account Bibit,1,Jumlah uang: 827580,35,8/23/2025 22:27,,,,
LP-V629IE46K90-558,V629IE46K90,LOG-558,8/24/2024 0:55,Top Up GoPay,2,Jumlah uang: 26515,28,8/24/2025 0:55,,,,
LP-QX2FG9YB3ZG-559,QX2FG9YB3ZG,LOG-559,8/24/2024 1:20,Transfer ke Bank BCA (Non BI-Fast),1,Jumlah uang: 614187,37,8/24/2025 1:20,,,,
LP-TDXXP45N2PU-560,TDXXP45N2PU,LOG-560,8/24/2024 2:10,Top Up DANA,2,Jumlah uang: 151911,34,8/24/2025 2:10,,,,
LP-NU9QMRMOKTC-561,NU9QMRMOKTC,LOG-561,8/24/2024 3:17,Top Up DANA,2,Jumlah uang: 170773,39,8/24/2025 3:17,,,,
LP-8TB51RBIF7X-564,8TB51RBIF7X,LOG-564,8/24/2024 12:34,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 499382,42,8/24/2025 12:34,,,,
LP-XLR1G4HMN21-565,XLR1G4HMN21,LOG-565,8/24/2024 12:47,Top Up OVO,2,Jumlah uang: 80889,36,8/24/2025 12:47,,,,
LP-FUU7IV5BU8D-567,FUU7IV5BU8D,LOG-567,8/24/2024 15:01,Pembayaran QRIS di Jabarano Coffee,1,Jumlah uang: 25369,39,8/24/2025 15:01,,,,
LP-XQ6HQIGI3JX-568,XQ6HQIGI3JX,LOG-568,8/24/2024 15:39,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 868912,36,8/24/2025 15:39,,,,
LP-XLR1G4HMN21-569,XLR1G4HMN21,LOG-569,8/24/2024 16:10,Pembayaran QRIS di Indomart,1,Jumlah uang: 99275,37,8/24/2025 16:10,,,,
LP-V629IE46K90-570,V629IE46K90,LOG-570,8/24/2024 17:21,BPJS,1,Jumlah uang: 81290,29,8/24/2025 17:21,,,,
LP-XQ6HQIGI3JX-571,XQ6HQIGI3JX,LOG-571,8/24/2024 21:13,Top Up ShopeePay,2,Jumlah uang: 108110,38,8/24/2025 21:13,,,,
LP-5KPJMHMXP61-572,5KPJMHMXP61,LOG-572,8/25/2024 0:03,Transfer ke Bank BCA (Non BI-Fast),1,Jumlah uang: 941837,42,8/25/2025 0:03,,,,
LP-5H1TZ6CG4UM-573,5H1TZ6CG4UM,LOG-573,8/25/2024 0:41,Top Up DANA,2,Jumlah uang: 70291,38,8/25/2025 0:41,,,,
LP-XLR1G4HMN21-574,XLR1G4HMN21,LOG-574,8/25/2024 0:42,Pembayaran Virtual Account Bibit,1,Jumlah uang: 570447,38,8/25/2025 0:42,,,,
LP-SUKK8F1TFQ1-575,SUKK8F1TFQ1,LOG-575,8/25/2024 1:24,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 425486,16,8/25/2025 1:24,,,,
LP-5KPJMHMXP61-576,5KPJMHMXP61,LOG-576,8/25/2024 1:28,Top Up LinkAja,2,Jumlah uang: 123000,44,8/25/2025 1:28,,,,
LP-A10BLCYC900-578,A10BLCYC900,LOG-578,8/25/2024 1:54,MNC Vision,1,Jumlah uang: 325221,28,8/25/2025 1:54,,,,
LP-NU9QMRMOKTC-580,NU9QMRMOKTC,LOG-580,8/25/2024 3:53,Pembayaran QRIS di Kopi Mandja,1,Jumlah uang: 62956,40,8/25/2025 3:53,,,,
LP-7O97RRUP79D-581,7O97RRUP79D,LOG-581,8/25/2024 4:47,Telkom,1,Jumlah uang: 167978,36,8/25/2025 4:47,,,,
LP-TDXXP45N2PU-582,TDXXP45N2PU,LOG-582,8/25/2024 5:50,Transfer ke Bank BCA (BI-Fast),1,Jumlah uang: 543569,35,8/25/2025 5:50,,,,
LP-5HHIFOTVV0X-583,5HHIFOTVV0X,LOG-583,8/25/2024 7:20,Sriwijaya Air,1,Jumlah uang: 649707,25,8/25/2025 7:20,,,,
LP-O70ABYZUZV5-584,O70ABYZUZV5,LOG-584,8/25/2024 7:39,Transfer ke Bank BTPN (Non BI-Fast),1,Jumlah uang: 664837,30,8/25/2025 7:39,,,,
LP-5HHIFOTVV0X-586,5HHIFOTVV0X,LOG-586,8/25/2024 7:53,Top Up DANA,2,Jumlah uang: 90424,27,8/25/2025 7:53,,,,
LP-NU9QMRMOKTC-587,NU9QMRMOKTC,LOG-587,8/25/2024 8:27,Pembayaran Virtual Account PDAM,1,Jumlah uang: 748153,41,8/25/2025 8:27,,,,
LP-5KPJMHMXP61-589,5KPJMHMXP61,LOG-589,8/25/2024 8:41,Transfer ke Bank BTPN (BI-Fast),1,Jumlah uang: 385781,45,8/25/2025 8:41,,,,
LP-5KPJMHMXP61-590,5KPJMHMXP61,LOG-590,8/25/2024 8:58,Top Up LinkAja,2,Jumlah uang: 160326,47,8/25/2025 8:58,,,,
LP-SMI06O0GLY6-594,SMI06O0GLY6,LOG-594,8/25/2024 11:13,Top Up ShopeePay,2,Jumlah uang: 194180,18,8/25/2025 11:13,,,,
LP-8TB51RBIF7X-595,8TB51RBIF7X,LOG-595,8/25/2024 11:38,Top Up GoPay,2,Jumlah uang: 113530,44,8/25/2025 11:38,,,,
LP-O70ABYZUZV5-596,O70ABYZUZV5,LOG-596,8/25/2024 12:03,Three,1,Jumlah uang: 58817,31,8/25/2025 12:03,,,,
